code,product_name,brands,quantity,categories,countries
80135890,Kinder joy boy,Ferrero,20 g,"Chocolate candies, Easter eggs, Hollow chocolate eggs","France, India"
8901030980046,,,,,India
8906002006236,Dr. Oetker Peanut Butter,Dr. Oetker,400g,"Nut butters, Crunchy peanut butters",India
8901725100025,B Natural Mixed fruit 1ltr tpk,ITC Limied,12,Fruit juices,India
8904004402056,All in one,Haldiram's,200 g,,"France, India"
8901071732413,Milk shake chocolate flavour 180ml,Hershey's,180 ml,"Milks, Milkshakes",India
8906009803784,Dukes Waffy straberry,DUKES,250g,Biscuits,India
8906006720329,Kashmir Honey,Lion,250 g,Liquid honeys,India
8906120100137,Chia seeds,Farmley,200g,"Cereal grains, Chia",India
8906105470095,kimia dates,kimia,400g,Dates,India
8901491000192,Doritod cheese flavor,20rs,50gm,Crisps,"India, Qatar"
8901491003162,8901491003162,chips,,Light potato crisps,India
8901786140503,Everest sahi biryani Masala,EVEREST,50g,ru:Приправа,"France, India"
8908005077084,Honey Bell vanilla cake,,,Cakes,India
8903363001993,,,,,India
8901491990219,Doritos,Doritos,10rs,Corn chips,India
8902579002053,Appy fizz,Parle Agro,,Apple soft drinks,India
8906069401746,Eggless Mayonnaise Chef's Special,Veeba Favourites,100g,"Mayonnaises, Eggless Mayonnaise",India
8902579002046,Appy fizz,Parle Agro,600ml,Apple soft drinks,India
8901262173599,Amul Rajbhog,Amul,1L/540 g,Ice cream tubs,India
8901030779640,Lipton GREEN TEA LEMON ZEST,Lipton,25 × 1.3g,Green teas,India
8901088129824,Classic masala,Saffola,500,,India
8906019633029,1 to 3 noodles chatpat masala,1 to 3 noodles,50g,Instant noodles,"India, United Kingdom"
8902979001724,Cavins Masala Chaasa 180 ml,Cavin's,180ml,"Dairy drinks, Buttermilks",India
8908020415014,Ziggy DONUT CAKE,Ziggy,,Doughnuts,India
8906010501259,Masala sev murmura,Balaji Wafers,48g,"Appetizers, Namkeen",India
8904004400977,Indian Snacks Mixture,Haldiram's,400 g,"Plant-based foods, fried snacks",India
8904335601890,Yoga bar High Protein Muesli+,Yoga bar,850g,"Mueslis, Dietary supplements, Oat",India
8901030735103,,,,Ice creams,India
8901491003537,Cheetos Masala Balls,Cheetos,,Crisps,India
8903553601460,Mango Pickle,Ram Bandhu,350g,Pickled mangoes,"Germany, India"
8901155101210,Gulab Jamun,Gits,200 g,Gulab jamun,"France, India"
8906007283113,,,,,India
8908006989508,Peanut butter chikki,Nutritius,26 gm,"Protein Energy Bars, Health-food, Protein",India
8901063029316,brittania Jimjam pops,Britannia,350g,Biscuits,India
8903553601491,Ram Bandhu Mango pickle,Ram bandhu,500g,Plant-based pickles,India
8901262020558,Diced Cheese,Amul,,Cheeses,India
8904049111647,Triphala Churna (B.P.N),,,,"India, Turkey"
8904090906667,Schezwan,,,,India
8901088766937,,,,Mueslis,"India, United States"
7622202225598,OREO,Oreo,,Biscuits,India
8906029110022,Sliced Bread,Wibs,,White breads,India
8901725014988,sunfeast,Sunfeast,,"Biscuits, Food","India, United States"
3948764042805,,,,"Cold Drink, ThumsUp",India
8901262174107,,,,Ice creams,India
8902579107048,Bottled water,Parle,500 ml,Waters,India
8901719135569,Parle m,Parle,,Biscuits,India
8901207053634,Real Coconut water pet 1ltr,,,Waters,India
8906113490795,,,,,India
7622202325991,50% Dark Chocolate,Cadbury Bournville,75,Dark chocolates,India
7622202304309,Cadbury hot chocolate pwd 200g,,,"Cocoa powder for beverages with sugar, Instant chocolate powders",India
8901063365933,Britannia gobbles fruit cake 100gm,,,Confectioneries,India
8901058014235,Maggi,Neslé,,Instant noodles,India
8904109498800,,,,,India
8901719135170,parle monaco 700g,Parle,696 g (43.5g * 16 units),Biscuits,India
8901030953200,Kissan No onion no garlic Tomato Ketchup,Kissan,850 g,Ketchup,India
8908000703018,Oxycool,,,Waters,"India, United Kingdom"
8904132976368,campa energy drink,,,Energy drinks,India
8901030985966,,,,Harlicks,"India, United Kingdom"
7622202271861,Dairy Milk Silk Bubbly Chocolate,Cadbury,46g,Confectioneries,"India, United States"
89008492,Milkybar,Nestlé,10g,"Chocolates, Candy chocolate bars",India
8901088882583,Saffola Honey,Saffola,,Honeys,India
8902346050133,Enerzal Orange Flavour,FDC,200ml,Energy drinks,India
7622202324871,Gadour Dairy milk chocolate fruit & nut,Cadbury,,"Chocolate candies, Chocolates",India
8909081003394,WOWZERS,,,Biscuits,India
8901468119780,Pitambari Ruchiyana Jaggery Powder,"Pitambari, Ruchiyana",500g,Jaggery,India
8906006330269,Gemini,Cargill,870,Soybean oils,India
8901058018639,Milkybar,Nestlé,24.5gms,"Chocolates, Chocolate covered bars with milk and cereals",India
8901063142534,BRITANNIA nutri Choice,BRITANNIA,,Biscuits,India
3948764972058,,,,,India
8901262040044,Amul shrikhand badam pista,Amul,,Dairy desserts,India
7622202346385,Cadbury Dairy Milk,Cadbury,100g,Chocolates,India
8901719112744,,,,"Biscuits, Bis",India
8906004561818,RINGS,,,"Confectioneries, ABCDEF",India
8908010900056,Peanut butter,Pintola,350g,"Butters, Peanut butters",India
3948764012303,Coca cola 1ltr,,2 x 1 l,"Colas, Cold Drink",India
89006610,Orbit Chewing Gum,Wrigley's,22g,Sugar-free chewing gum,India
8901719124143,ParleG gold 75 g,Parle,,Biscuits,India
8901262060011,Cheese Spread,Amul,200 g,Cheese spreads,India
8901058000276,Maggi 2 Mins Noodles 30 MRP,Maggi,,Noodles,India
8901491001076,American Style Cream and onion chips,Lay's,73g,Potato crisps,India
8904083300021,Paneer,Milky Mist,200 g,Paneer,India
5000171010025,Wild Pacific Red Salmon,John West,210 g,Canned salmons,"Australia, France, India, Morocco, New Zealand, United Kingdom"
8901595862740,Red Chilli Sauce,Ching's,200 g,Hot sauces,India
8901207004421,Real fruits juss anar,Dabur,1 l,Fruit juices,India
8906032011019,Nutrela Soya chunks  220gm,Nutrela,220g,Plant-based foods,"India, United States"
8904083302100,Fruit Yogurt Blueberry,Milky Mist,100 g,Fruit yogurts,India
8901063155442,Tiger Krunch ChocoChips,Britannia,31.5g,Chocolate biscuits,India
8901491103282,Cheetos,PepisCo India,32 grams,Corn chips,India
7622202026423,Cadbury Bournvita 500g pet,,500 grm,Mis,India
8902080104024,Pepsi cola,Pepsico,1 8902080104024,"Colas, Sweetened beverages",India
09141209,Bourn Vita 500Gram Pauch,Cadbury,,Instant chocolate powders,"Bulgaria, India, Morocco, Romania, United Kingdom, United States"
8902080000722,Slice,Pepsico,125 ml,Ready to serve fruit beverage,India
8901063142114,Britannia Nutri Choice Oats,Britannia,75 g,Biscuits,India
8906006720107,Qyno Dates,Lion,250 g,"Dried fruits, Dates",India
8901014000159,nissin,Nissin,80,"Crisps, Instant noodles",India
8901063142428,Nutri choice Digestive,Britania,,Biscuits,India
8902080704057,Lehar Soda 750ml pet,Pepsico,750ml,"Sodas, Carbonated waters",India
8908008674785,Wafer richeese,Nabati,,Biscuits,India
8901030783241,Lipton Green Tea honey lemon,"Lipton, Unilever",,Green teas,India
8901088069120,Saffola Honey Active,Saffola,1kg,Honeys,India
8906006720114,Qyno Dates,Lion,,Dates,India
8904272600895,Storia Pomegranate 750ml,storia,1,Fruit-based beverages,India
8901565001728,Piknik Classic Tomato Chilli (fried Indian snack),Piknik,70g,Potato crisps,India
8901888000347,Cranberry Juice By Real,Real,1 litters,Fruit juices,"India, Nepal"
3948764042508,,,,,India
00004114,,,,Dietary supplements,India
8906080601934,Swing Juicier Drink Yummy Guava,Paper boat,125 ml,"Fruit juices, Guava Juices",India
8901725117504,No Rulz Curlz masala,Bingo,,"Crackers (Appetizers), Puffed salty snacks made from maize",India
8901499009661,Kellogg's corn flakes original,Kellogg's,65g,Corn flakes,India
8904132948198,Campa Lemon,"Campa Cola, Reliance Industries",500ml,Lemon soft drinks,India
8906011145049,B protein,british biologicals,500g,Bodybuilding supplements,India
8901499009043,kelloggs chocos multigrain,Kellogg's,1.20kg,Breakfast cereals filled with chocolate,India
8908012605010,Tomato Ketchup,Heinz,450 g,Tomato Ketchup,India
8904335602385,Yoga Bar Protein Bar,Yoga Bar,50g,Protein Energy Bars,India
3948764362309,Minute maid pulpy orenge,Drink,1l,Orange juices,India
8904132948174,Campa (cola) 500ml pet,,500ml,Colas,India
8904043554716,Crem Treat Vanilla Crem bun,"Bimbo, Modern",,Bread rolls,India
8901491001069,India’s Magic Masala 30,Lay's,67g,Crisps,"India, United States"
3948725118938,,,,,India
8907316003966,Ginger garlic paste,,,,India
8901058905113,Kit kat,Nestlé,57 g (2 UNITS x 28.5 g),Chocolate snacks,India
8901030976742,Knorr,Knorr,110,Ramen,India
8901725004682,farmlite oats & chocolate Cookies,"ITC, Sunfeast",150 g,Chocolate biscuits,India
8901063142213,Britannia nutri choice 75g,Britannia,,Biscuits,India
8904320015398,Peanut butter Creamy,Disano,924g,"Nut butters, Creamy peanut butters",India
8901262173506,Amul Ice Cream,Amul,,Ice creams,India
8000500411018,Tic Tac Orange,Tic Tac,13 g,Candies,India
8901262151306,Kool cafe,Amul,,Coffees,"India, United States"
8901393024197,Happy dent white,,,Sugar-free chewing gum,"India, Singapore"
8904004400922,Haldiram's mixture,Haldiram's,22g,,India
8906036300027,peanut chikki,karia's,100 g,"Chikki, Brittle, Peanut-brittle",India
80768258,健達奇趣蛋(女孩版),"Ferrero, Kinder",20g,Chocolate candies,"China, India, Morocco"
8901117249998,Prolyte ORS Apple Flavour,Prolyte,200ml,Dietary drink for sport,India
8906090572132,Munchy masala,,,,India
8906080603914,Swing pomegranate,Paper boat,250ml,,India
8901786080502,Everest Sambhar Masala,Everest,50 g,"Spices, Groceries",India
8901030944376,Hazelnut Choco Peanut spread,Kissan,,Chocolate spreads,India
8901764092282,Maaza,Coca-Cola,,Sweetened beverages,India
8904004409222,Instant Bhel,Haldiram's,44 g,Puffed rice blend,India
8901262030243,Amul gee,Amul,1L,Butters,"India, United States"
8904089920490,Heritage Total Curd,heritage,,Curd,India
8901063016934,BRITANNIA 5050,BRITANNIA,69.2g,Biscuits,India
8901499010728,Kellogg's chocos,Kellogg's,385,Breakfast cereals,India
8904004409260,Potato Lite,Haldiram's,,Snacks,India
8901063325036,Britannia toastea 250gm,Britannia,250g,"Rusks, Toaste",India
8904327600887,Peanut butter,MyFitness,,Peanut butters,India
8901719117213,Parle HIDEGSEEK,Parle,100g,Biscuits,India
8906009501017,Full cream milk,Chitale,500ml,Milks,India
8909081001185,Bounce Orange Cream Biscuit,Sunfeast,62g,Biscuits,India
8903553601439,Ram Bandhu Mango pickle,Ram bandhu,200g,Plant-based pickles,India
8906136651951,Pintola High Protein Oats Dark Chocolate,Pintola,400g,"Breakfast cereals, Bodybuilding supplements",India
8906017290071,Bisleri 5L,,,,India
8901063012752,BRITANNIA MiIk Biscuits,,,Biscuits,India
8901063014268,,Britannia,,Biscuit (cookie) vitamins content guaranteed,India
7622202272608,chocolate,,,"Chocolates, Dairy milk",India
8901088069106,Saffola Honey Sundarbans,Saffola,,Honeys,India
8901192215864,Catch peri peri,,100 grams,,India
7622202252396,OREO 30/-,Oreo,,Filled biscuits,India
8901499009708,Kellogg's Choco fills,Kellogg's,153,"Breakfast cereals, Chocolates",India
8906067021502,,,,Creatine,India
8901662003618,,,,,India
8901719135743,Parle G gold,Parle,,Biscuits,India
8903241110793,Pravin,Suhana,200g,Mango pickle,"India, United Kingdom"
8906004560101,,,,,India
8906090574556,Too Yumm! Namkeen - All In One,Too Yumm,400 g,Snacks,India
3948725016258,,,,Biscuit (cookie) snack w chocolate filling,"India, United Kingdom"
8901063014237,,,,,India
8901030986321,,,,Nutritional yeast,India
8901719126307,,,,,India
8903363012043,,,,,"India, United States"
8901063014145,Vita Marie Gold,Britannia Industries Ltd,150 g,Biscuits,"India, United States"
8906004561917,,,,,"India, United States"
8904004407471,,,,,India
8901719130854,Melody Chocolate,Parle,,Chocolate candies,"Canada, India"
8904004403633,tasty nuts,Haldiram's,200 g,Coated peanuts,"India, United Kingdom"
8901058022445,,,,Chocolate candies,"India, United States"
8906004561900,Wheels Chatpata Masala Flavour,Yellow Diamond,20g,Chips and fries,India
7622202325939,Cadbury Bournville,Cadbury,78,Candy chocolate bars,India
8901262176705,,,,,"India, United Kingdom"
8902967215539,Royal Challenge Whisky,Royal Challenge,180ml,Whisky,India
8903363008275,Roasted Yellow Chana,Dmart Premia,200 grams,"Pulses, Roasted chana",India
8908006734054,,,,Keshar,"India, United Kingdom"
8901725007096,Potato Chips Salted,"Bingo, ITC",21.4g,Potato crisps,"India, Qatar"
8908000452107,,,,,"India, United Kingdom"
19017648,The Coca Cola Company,Thumbs Up,2.25Litres,"Artificially sweetened beverages, Colas, Sweetened beverages",India
1234567890128,Chocolat en poudre,Munch,2pcs,"Beverages, Breakfasts, Instant chocolate powders","France, Germany, India, Morocco, Spain, United States"
8902080104345,Pepsi Brand Drink 2.25 l,Pepsico,54,Beverages,India
8901058895780,Hot & sweet tomato chili sauce,Maggi,500 g,Sauces,"India, United States"
8901063029262,Jim jam92 g,Britannia,,Biscuit (cookie) snack w chocolate filling,India
8901207037795,activ 100% Coconut water,Real,1 l,"Waters, Coconut waters",India
8906020580015,Idly & Dosa Batter,iD,1kg,Dosa batter,India
8901491363020,Chilli Chatka,10,10rs,"Crisps, Corn flakes",India
8902579001605,Frooti mango drink,,1,"Fruit juices, Juices, Mango Juice",India
8901499008183,Corn Flakes Original,Kellogg's,250 g,Corn flakes,"India, Switzerland"
8901262070539,FRUIT N' NUT Dark Chocolate,Amul,150g,"Confectioneries, Dark chocolate bar with dried fruits, Composite chocolate",India
8901491001038,Lays Spanish Tomato Tango,Lay's,80g,Potato crisps,India
8906105470002,,,,,India
8904258700540,alphonso mango juice,Raw Pressery,1 liter,"Fruit juices, Mango juice",India
8901764052309,Limca,Coca Cola,1L,Sodas,India
8906009079813,Choco Chip Cookies,Unibic,600g,Chocolate biscuits,India
8906005505040,Soya sticks,Bikaji,200,Crisps,"Belgium, India"
8901808000068,WeiKFiELD,Weikfield,100,"Dessert mixes, Custards and pastry creams, Desse","Canada, India"
8906080601774,Swing Juicier Drink,Paper Boat,125ml,"Beverages, Mango pulp, Mango syrups",India
8901262152242,Amul Kool Badam Flv 180ml,amul,Amul,Beverages,"India, State of Palestine"
8901030902376,Mixed Vegetable Soup,Knorr,9.5g,Soups,India
8901262151368,Moti,Amul,,Cow milks,India
8901262153348,Protein Lassi - Rose Flavour,Amul,200mL,"Yogurt drinks, Yogurts high in protein on a fruit layer",India
8901725005887,Yippee Noodles,Sunfeast,70g,Instant noodles,India
8906032018926,Soya Chunks,Nutrela,100g,"Balls from soy and or wheat proteins, Textured soy protein",India
0793591862453,Kerala Banana Chips,Byond Snack,75gram,Banana crisps,India
8906163830640,Farmley Makha Shaka Masala Stix,Farmley,33g,"Snacks, Fox nuts",India
8904063200051,BHUJIA,Haldiram's,200g,"Snacks, Fried foods, Flour fried","France, India, United Kingdom"
8906006720343,Lion honey,Lion,,Honeys,"France, India"
8901088129800,Masala Oats,Saffola,500 g,Oat,India
0073935942400,"Manner - Chocolate Cream Filled Wafers, 2.5oz (72g)",Manner,2,Wafers,India
8901014000371,Geki Hot & Spicy Korean Cheese,Nissin,80 g,Instant noodles,India
8901725100131,B Natural Orange Juice 1ltr tpk,"B Natural, ITC",12,Orange juices with pulp,India
8901088043953,parachute oil,,1l,Coconut oils,India
8906009070636,Fruit & Nut Cookies,Unibic,500g,Biscuits,India
8901499009623,Chocos Fills,Kellogg's,250 g,"Breakfast cereals filled with chocolate, Unfortified diet chocolate breakfast cereals",India
8908005144076,Multigrain Energy Bar,Yoga Bar,38 g,"Energy bars, Protein bars",India
8904043551579,multgrain bread,modern,400g,Breads,India
8906010500344,Aloo Sev,Balaji,48g,Food,India
3948764012907,Coco cola,,,,India
8901595971220,Manchow instant soup,Ching's,12,Dehydrated soups,India
8901499008275,CHOCOS,Kellogg's,10,Chocoe,India
8901058903959,milkmaid 100+ recipes,Nestlé,380 g,"Condensed milks, Sweetened condensed milk",India
8906032019671,Nariyal Biscuits,Patanjali,75gm Rs 10,Biscuit with milk,India
8906007280693,Rice Bran Oil,Fortune,1L,Rice bran oils,India
8901972060189,Dukes bourbon,,,,India
89000816,Happydent,Happydent,1,Chewing gum,India
8901058008999,2-Minutes Noodles,Nescafé,,Instant noodles,India
8906001387114,Multi Grain High Fibre Bread,English Oven,400g,Multigrain sliced breads,India
8902080002375,,,,"Artificially sweetened beverages, Energy drinks",India
8901063012660,Milk Bikis,Britannia,500 g,Biscuits,India
8901030779312,Lipton Green Tea,"Pepsico, Unilever, lipton",25N,"Green teas, Flavored teas",India
8906006330030,,,,Oil,India
8904004420111,Soya Sticks,Haldiram's,400g,"Appetizers, Fried Soy Sticks, Fried snacks",India
8906069401388,peanut butter,veeba,,"Peanut butters, Nut butters","India, Sri Lanka"
8906080349652,"Murmura, Kurmura",Vijay,500g,"Rices, Puffed rice, Vegetables from Spain, Roasted-rice",India
8901725013004,Marie light family pack,"ITC, Sunfeast",924g,Biscuits,India
8901491003124,West Indies' Hot 'n' Sweet Chilli,Lay's,90 g,Potato crisps,India
7622202030819,Cranberry,Cadbury Bournville,80 g,"Dark chocolates, Chocolates with cranberry",India
7622202025426,Dairy milk,Cadbury,134g,Milk chocolate bar,India
8901491001816,West indies hot n sweet chilli lays,Lay's,,Crisps,India
8901058008050,Maggi,Maggi,,Instant noodles,"India, United States"
8901396350101,dettol,"Dettol, RECKITT",25ml,Non food products,India
8901063341500,White bread,Britannia,,Breads,India
8901088102872,Parachute Coconut Oil,Parachute,600ml,Coconut oils,India
8901088017381,Saffola Gold 1 Ltr pouch,Saffola,,,India
8904004416619,Haldiram Matka Jhatka,Haldiram's,100,Beverages,India
8906080603303,Swing,Paper Boat,1.2 L,Juices and nectars,India
8901393016680,Chupa chups bites,Chupa Chups,,Candies,"Belgium, India"
8908010900247,peanut butter,pintola,510 g,"Peanut butters, Nut butters",India
8904103307580,,,,,India
6291100213467,椰枣,,,,"India, United Arab Emirates"
8901063325760,Premium Bake Rusk,"Britannia, Toastea",,Rusks,India
89007426,100% Pure coconut oil,Parachute,25 ml (22.8 g),Coconut oils,India
8901030904554,Bru coffee 25g,,,"Coffees, Aromatised instant coffees",India
8901262260947,Buffalo Milk A2,Amul,500ml,Milks,India
8901719124365,,,,Biscuits,India
0811307031716,peanuts,GD NUTS,,Peanut grilled salted,India
8901012100882,,,,,India
8901786160501,EVEREST Chicken Masala,Everest,50gm,Spices,India
0992880034469,,,,Energy drinks,"India, Romania"
8904335602408,Coffe Rush 10g Protein Bar,Yoga Bar,,"Bars, Protein bars",India
